text,chunk_type,database_id,polymer_name,force_field,property,value,extra_info,doi,paper_title,chunk_id
"Polymer: Epon 828 (Diglycidyl ether of bisphenol A)
Property: density = 1.107
Additional Info: {""condition"": ""Epoxy resin prepolymer (uncured)""}
Force Field: GAFF
Source: Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study
DOI: https://doi.org/10.1016/j.polymer.2014.06.022",property,947,Epon 828 (Diglycidyl ether of bisphenol A),GAFF,density,1.107,"{""condition"": ""Epoxy resin prepolymer (uncured)""}",https://doi.org/10.1016/j.polymer.2014.06.022,Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study,27cd42ab537c
"Polymer: Epon 828 (Diglycidyl ether of bisphenol A)
Property: glass_transition_temp = 418
Additional Info: {""condition"": ""Epoxy resin prepolymer (uncured)""}
Force Field: GAFF
Source: Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study
DOI: https://doi.org/10.1016/j.polymer.2014.06.022",property,948,Epon 828 (Diglycidyl ether of bisphenol A),GAFF,glass_transition_temp,418,"{""condition"": ""Epoxy resin prepolymer (uncured)""}",https://doi.org/10.1016/j.polymer.2014.06.022,Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study,ded2c37ead2c
"Polymer: Epon 828 (Diglycidyl ether of bisphenol A)
Property: youngs_modulus = 4.17
Additional Info: {""condition"": ""Epoxy resin prepolymer (uncured)""}
Force Field: GAFF
Source: Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study
DOI: https://doi.org/10.1016/j.polymer.2014.06.022",property,949,Epon 828 (Diglycidyl ether of bisphenol A),GAFF,youngs_modulus,4.17,"{""condition"": ""Epoxy resin prepolymer (uncured)""}",https://doi.org/10.1016/j.polymer.2014.06.022,Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study,6a182c9cfaa8
"Polymer: Epon 828 (Diglycidyl ether of bisphenol A)
Property: density = 1.112
Additional Info: {""condition"": ""Epoxy resin prepolymer (uncured)""}
Force Field: GAFF
Source: Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study
DOI: https://doi.org/10.1016/j.polymer.2014.06.022",property,950,Epon 828 (Diglycidyl ether of bisphenol A),GAFF,density,1.112,"{""condition"": ""Epoxy resin prepolymer (uncured)""}",https://doi.org/10.1016/j.polymer.2014.06.022,Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study,82ea113c8134
"Polymer: Epon 828 (Diglycidyl ether of bisphenol A)
Property: glass_transition_temp = 418
Additional Info: {""condition"": ""Epoxy resin prepolymer (uncured)""}
Force Field: GAFF
Source: Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study
DOI: https://doi.org/10.1016/j.polymer.2014.06.022",property,951,Epon 828 (Diglycidyl ether of bisphenol A),GAFF,glass_transition_temp,418,"{""condition"": ""Epoxy resin prepolymer (uncured)""}",https://doi.org/10.1016/j.polymer.2014.06.022,Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study,ded2c37ead2c
"Polymer: Epon 828 (Diglycidyl ether of bisphenol A)
Property: youngs_modulus = 4.17
Additional Info: {""condition"": ""Epoxy resin prepolymer (uncured)""}
Force Field: GAFF
Source: Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study
DOI: https://doi.org/10.1016/j.polymer.2014.06.022",property,952,Epon 828 (Diglycidyl ether of bisphenol A),GAFF,youngs_modulus,4.17,"{""condition"": ""Epoxy resin prepolymer (uncured)""}",https://doi.org/10.1016/j.polymer.2014.06.022,Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study,6a182c9cfaa8
"Polymer: Epon 828 (Diglycidyl ether of bisphenol A)
Property: density = 1.104
Additional Info: {""condition"": ""Epoxy resin prepolymer (uncured)""}
Force Field: GAFF
Source: Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study
DOI: https://doi.org/10.1016/j.polymer.2014.06.022",property,953,Epon 828 (Diglycidyl ether of bisphenol A),GAFF,density,1.104,"{""condition"": ""Epoxy resin prepolymer (uncured)""}",https://doi.org/10.1016/j.polymer.2014.06.022,Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study,4d8c474a49f2
"Polymer: Epon 828 (Diglycidyl ether of bisphenol A)
Property: glass_transition_temp = 420
Additional Info: {""condition"": ""Epoxy resin prepolymer (uncured)""}
Force Field: GAFF
Source: Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study
DOI: https://doi.org/10.1016/j.polymer.2014.06.022",property,954,Epon 828 (Diglycidyl ether of bisphenol A),GAFF,glass_transition_temp,420,"{""condition"": ""Epoxy resin prepolymer (uncured)""}",https://doi.org/10.1016/j.polymer.2014.06.022,Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study,bb4791d0452e
"Polymer: Epon 828 (Diglycidyl ether of bisphenol A)
Property: youngs_modulus = 4.47
Additional Info: {""condition"": ""Epoxy resin prepolymer (uncured)""}
Force Field: GAFF
Source: Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study
DOI: https://doi.org/10.1016/j.polymer.2014.06.022",property,955,Epon 828 (Diglycidyl ether of bisphenol A),GAFF,youngs_modulus,4.47,"{""condition"": ""Epoxy resin prepolymer (uncured)""}",https://doi.org/10.1016/j.polymer.2014.06.022,Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study,cfec32e2d9d6
"Polymer: Epon 828 (Diglycidyl ether of bisphenol A)
Property: density = 1.112
Additional Info: {""condition"": ""Epoxy resin prepolymer (uncured)""}
Force Field: GAFF
Source: Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study
DOI: https://doi.org/10.1016/j.polymer.2014.06.022",property,956,Epon 828 (Diglycidyl ether of bisphenol A),GAFF,density,1.112,"{""condition"": ""Epoxy resin prepolymer (uncured)""}",https://doi.org/10.1016/j.polymer.2014.06.022,Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study,82ea113c8134
"Polymer: Epon 828 (Diglycidyl ether of bisphenol A)
Property: glass_transition_temp = 418
Additional Info: {""condition"": ""Epoxy resin prepolymer (uncured)""}
Force Field: GAFF
Source: Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study
DOI: https://doi.org/10.1016/j.polymer.2014.06.022",property,957,Epon 828 (Diglycidyl ether of bisphenol A),GAFF,glass_transition_temp,418,"{""condition"": ""Epoxy resin prepolymer (uncured)""}",https://doi.org/10.1016/j.polymer.2014.06.022,Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study,ded2c37ead2c
"Polymer: Epon 828 (Diglycidyl ether of bisphenol A)
Property: youngs_modulus = 4.43
Additional Info: {""condition"": ""Epoxy resin prepolymer (uncured)""}
Force Field: GAFF
Source: Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study
DOI: https://doi.org/10.1016/j.polymer.2014.06.022",property,958,Epon 828 (Diglycidyl ether of bisphenol A),GAFF,youngs_modulus,4.43,"{""condition"": ""Epoxy resin prepolymer (uncured)""}",https://doi.org/10.1016/j.polymer.2014.06.022,Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study,52918f287ccc
"Polymer: Epon 828 (Diglycidyl ether of bisphenol A)
Property: density = 1.11
Additional Info: {""condition"": ""Epoxy resin prepolymer (uncured)""}
Force Field: GAFF
Source: Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study
DOI: https://doi.org/10.1016/j.polymer.2014.06.022",property,959,Epon 828 (Diglycidyl ether of bisphenol A),GAFF,density,1.11,"{""condition"": ""Epoxy resin prepolymer (uncured)""}",https://doi.org/10.1016/j.polymer.2014.06.022,Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study,dbda71b8d106
"Polymer: Epon 828 (Diglycidyl ether of bisphenol A)
Property: glass_transition_temp = 415
Additional Info: {""condition"": ""Epoxy resin prepolymer (uncured)""}
Force Field: GAFF
Source: Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study
DOI: https://doi.org/10.1016/j.polymer.2014.06.022",property,960,Epon 828 (Diglycidyl ether of bisphenol A),GAFF,glass_transition_temp,415,"{""condition"": ""Epoxy resin prepolymer (uncured)""}",https://doi.org/10.1016/j.polymer.2014.06.022,Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study,db32629e3247
"Polymer: Epon 828 (Diglycidyl ether of bisphenol A)
Property: youngs_modulus = 4.5
Additional Info: {""condition"": ""Epoxy resin prepolymer (uncured)""}
Force Field: GAFF
Source: Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study
DOI: https://doi.org/10.1016/j.polymer.2014.06.022",property,961,Epon 828 (Diglycidyl ether of bisphenol A),GAFF,youngs_modulus,4.5,"{""condition"": ""Epoxy resin prepolymer (uncured)""}",https://doi.org/10.1016/j.polymer.2014.06.022,Crosslink network rearrangement via reactive encapsulation of solvent in epoxy curing: A combined molecular simulation and experimental study,ee3fa56661bf
"Polymer: Polyethylene Oxide
Property: density = 1.127
Additional Info: {}
Force Field: Amber many body polarizable force field
Source: Dependence of Ion Dynamics on the Polymer Chain Length in Poly(ethylene oxide)-Based Polymer Electrolytes
DOI: https://doi.org/10.1021/jp512734g",property,962,Polyethylene Oxide,Amber many body polarizable force field,density,1.127,{},https://doi.org/10.1021/jp512734g,Dependence of Ion Dynamics on the Polymer Chain Length in Poly(ethylene oxide)-Based Polymer Electrolytes,4572d930014c
"Polymer: Polyethylene Oxide
Property: density = 1.127
Additional Info: {}
Force Field: Amber many body polarizable force field
Source: Dependence of Ion Dynamics on the Polymer Chain Length in Poly(ethylene oxide)-Based Polymer Electrolytes
DOI: https://doi.org/10.1021/jp512734g",property,964,Polyethylene Oxide,Amber many body polarizable force field,density,1.127,{},https://doi.org/10.1021/jp512734g,Dependence of Ion Dynamics on the Polymer Chain Length in Poly(ethylene oxide)-Based Polymer Electrolytes,4572d930014c
"Polymer: Polyethylene Oxide
Property: density = 1.127
Additional Info: {}
Force Field: Amber many body polarizable force field
Source: Dependence of Ion Dynamics on the Polymer Chain Length in Poly(ethylene oxide)-Based Polymer Electrolytes
DOI: https://doi.org/10.1021/jp512734g",property,966,Polyethylene Oxide,Amber many body polarizable force field,density,1.127,{},https://doi.org/10.1021/jp512734g,Dependence of Ion Dynamics on the Polymer Chain Length in Poly(ethylene oxide)-Based Polymer Electrolytes,4572d930014c
"Polymer: Polyethylene Oxide
Property: density = 1.127
Additional Info: {}
Force Field: Amber many body polarizable force field
Source: Dependence of Ion Dynamics on the Polymer Chain Length in Poly(ethylene oxide)-Based Polymer Electrolytes
DOI: https://doi.org/10.1021/jp512734g",property,968,Polyethylene Oxide,Amber many body polarizable force field,density,1.127,{},https://doi.org/10.1021/jp512734g,Dependence of Ion Dynamics on the Polymer Chain Length in Poly(ethylene oxide)-Based Polymer Electrolytes,4572d930014c
"Polymer: Polyethylene Oxide
Property: density = 1.127
Additional Info: {}
Force Field: Amber many body polarizable force field
Source: Dependence of Ion Dynamics on the Polymer Chain Length in Poly(ethylene oxide)-Based Polymer Electrolytes
DOI: https://doi.org/10.1021/jp512734g",property,970,Polyethylene Oxide,Amber many body polarizable force field,density,1.127,{},https://doi.org/10.1021/jp512734g,Dependence of Ion Dynamics on the Polymer Chain Length in Poly(ethylene oxide)-Based Polymer Electrolytes,4572d930014c
"Polymer: Polyethylene Oxide
Property: density = 1.127
Additional Info: {}
Force Field: Amber many body polarizable force field
Source: Dependence of Ion Dynamics on the Polymer Chain Length in Poly(ethylene oxide)-Based Polymer Electrolytes
DOI: https://doi.org/10.1021/jp512734g",property,972,Polyethylene Oxide,Amber many body polarizable force field,density,1.127,{},https://doi.org/10.1021/jp512734g,Dependence of Ion Dynamics on the Polymer Chain Length in Poly(ethylene oxide)-Based Polymer Electrolytes,4572d930014c
"Polymer: poly(styrene)-co-styrene sodium sulfonate (NaPSS)
Property: density = 1.13
Additional Info: {""condition"": ""f=1.0, N=16""}
Force Field: AMBER 94 + GAFF + united atom model for backbone
Source: Detailed Molecular Dynamics Simulations of a Model NaPSS in Water
DOI: https://doi.org/10.1021/jp101978k",property,994,poly(styrene)-co-styrene sodium sulfonate (NaPSS),AMBER 94 + GAFF + united atom model for backbone,density,1.13,"{""condition"": ""f=1.0, N=16""}",https://doi.org/10.1021/jp101978k,Detailed Molecular Dynamics Simulations of a Model NaPSS in Water,bbe55fa244a6
"Polymer: poly(styrene)-co-styrene sodium sulfonate (NaPSS)
Property: density = 1.08
Additional Info: {""condition"": ""f=0.5, N=16""}
Force Field: AMBER 94 + GAFF + united atom model for backbone
Source: Detailed Molecular Dynamics Simulations of a Model NaPSS in Water
DOI: https://doi.org/10.1021/jp101978k",property,995,poly(styrene)-co-styrene sodium sulfonate (NaPSS),AMBER 94 + GAFF + united atom model for backbone,density,1.08,"{""condition"": ""f=0.5, N=16""}",https://doi.org/10.1021/jp101978k,Detailed Molecular Dynamics Simulations of a Model NaPSS in Water,29549796e63a
"Polymer: poly(styrene)-co-styrene sodium sulfonate (NaPSS)
Property: density = 1.08
Additional Info: {""condition"": ""f=0.333, N=16""}
Force Field: AMBER 94 + GAFF + united atom model for backbone
Source: Detailed Molecular Dynamics Simulations of a Model NaPSS in Water
DOI: https://doi.org/10.1021/jp101978k",property,996,poly(styrene)-co-styrene sodium sulfonate (NaPSS),AMBER 94 + GAFF + united atom model for backbone,density,1.08,"{""condition"": ""f=0.333, N=16""}",https://doi.org/10.1021/jp101978k,Detailed Molecular Dynamics Simulations of a Model NaPSS in Water,d848b61c6257
"Polymer: poly(styrene)-co-styrene sodium sulfonate (NaPSS)
Property: density = 1.08
Additional Info: {""condition"": ""f=0.25, N=17""}
Force Field: AMBER 94 + GAFF + united atom model for backbone
Source: Detailed Molecular Dynamics Simulations of a Model NaPSS in Water
DOI: https://doi.org/10.1021/jp101978k",property,997,poly(styrene)-co-styrene sodium sulfonate (NaPSS),AMBER 94 + GAFF + united atom model for backbone,density,1.08,"{""condition"": ""f=0.25, N=17""}",https://doi.org/10.1021/jp101978k,Detailed Molecular Dynamics Simulations of a Model NaPSS in Water,3aaf9bb37a63
"Polymer: poly(styrene)-co-styrene sodium sulfonate (NaPSS)
Property: density = 1.09
Additional Info: {""condition"": ""f=0.5, N=33""}
Force Field: AMBER 94 + GAFF + united atom model for backbone
Source: Detailed Molecular Dynamics Simulations of a Model NaPSS in Water
DOI: https://doi.org/10.1021/jp101978k",property,998,poly(styrene)-co-styrene sodium sulfonate (NaPSS),AMBER 94 + GAFF + united atom model for backbone,density,1.09,"{""condition"": ""f=0.5, N=33""}",https://doi.org/10.1021/jp101978k,Detailed Molecular Dynamics Simulations of a Model NaPSS in Water,c378e40c506d
"Polymer: poly(styrene)-co-styrene sodium sulfonate (NaPSS)
Property: density = 1.08
Additional Info: {""condition"": ""f=0.333, N=31""}
Force Field: AMBER 94 + GAFF + united atom model for backbone
Source: Detailed Molecular Dynamics Simulations of a Model NaPSS in Water
DOI: https://doi.org/10.1021/jp101978k",property,999,poly(styrene)-co-styrene sodium sulfonate (NaPSS),AMBER 94 + GAFF + united atom model for backbone,density,1.08,"{""condition"": ""f=0.333, N=31""}",https://doi.org/10.1021/jp101978k,Detailed Molecular Dynamics Simulations of a Model NaPSS in Water,9743e0c59213
"Polymer: poly(styrene)-co-styrene sodium sulfonate (NaPSS)
Property: density = 1.08
Additional Info: {""condition"": ""f=0.25, N=33""}
Force Field: AMBER 94 + GAFF + united atom model for backbone
Source: Detailed Molecular Dynamics Simulations of a Model NaPSS in Water
DOI: https://doi.org/10.1021/jp101978k",property,1000,poly(styrene)-co-styrene sodium sulfonate (NaPSS),AMBER 94 + GAFF + united atom model for backbone,density,1.08,"{""condition"": ""f=0.25, N=33""}",https://doi.org/10.1021/jp101978k,Detailed Molecular Dynamics Simulations of a Model NaPSS in Water,83a56c858777
"Polymer: poly(styrene)-co-styrene sodium sulfonate (NaPSS)
Property: density = 1.1
Additional Info: {""condition"": ""f=0.5, N=41""}
Force Field: AMBER 94 + GAFF + united atom model for backbone
Source: Detailed Molecular Dynamics Simulations of a Model NaPSS in Water
DOI: https://doi.org/10.1021/jp101978k",property,1001,poly(styrene)-co-styrene sodium sulfonate (NaPSS),AMBER 94 + GAFF + united atom model for backbone,density,1.1,"{""condition"": ""f=0.5, N=41""}",https://doi.org/10.1021/jp101978k,Detailed Molecular Dynamics Simulations of a Model NaPSS in Water,d285628e38b7
"Polymer: poly(styrene)-co-styrene sodium sulfonate (NaPSS)
Property: density = 1.11
Additional Info: {""condition"": ""f=0.5, N=49""}
Force Field: AMBER 94 + GAFF + united atom model for backbone
Source: Detailed Molecular Dynamics Simulations of a Model NaPSS in Water
DOI: https://doi.org/10.1021/jp101978k",property,1002,poly(styrene)-co-styrene sodium sulfonate (NaPSS),AMBER 94 + GAFF + united atom model for backbone,density,1.11,"{""condition"": ""f=0.5, N=49""}",https://doi.org/10.1021/jp101978k,Detailed Molecular Dynamics Simulations of a Model NaPSS in Water,9c902a4871b9
"Polymer: poly(styrene)-co-styrene sodium sulfonate (NaPSS)
Property: density = 1.09
Additional Info: {""condition"": ""f=0.5, N=57""}
Force Field: AMBER 94 + GAFF + united atom model for backbone
Source: Detailed Molecular Dynamics Simulations of a Model NaPSS in Water
DOI: https://doi.org/10.1021/jp101978k",property,1003,poly(styrene)-co-styrene sodium sulfonate (NaPSS),AMBER 94 + GAFF + united atom model for backbone,density,1.09,"{""condition"": ""f=0.5, N=57""}",https://doi.org/10.1021/jp101978k,Detailed Molecular Dynamics Simulations of a Model NaPSS in Water,8c651ab95117
"Polymer: poly(styrene)-co-styrene sodium sulfonate (NaPSS)
Property: density = 1.1
Additional Info: {""condition"": ""f=0.5, N=65""}
Force Field: AMBER 94 + GAFF + united atom model for backbone
Source: Detailed Molecular Dynamics Simulations of a Model NaPSS in Water
DOI: https://doi.org/10.1021/jp101978k",property,1004,poly(styrene)-co-styrene sodium sulfonate (NaPSS),AMBER 94 + GAFF + united atom model for backbone,density,1.1,"{""condition"": ""f=0.5, N=65""}",https://doi.org/10.1021/jp101978k,Detailed Molecular Dynamics Simulations of a Model NaPSS in Water,a35875b10c9f
"Polymer: poly(styrene)-co-styrene sodium sulfonate (NaPSS)
Property: density = 1.08
Additional Info: {""condition"": ""f=0.333, N=64""}
Force Field: AMBER 94 + GAFF + united atom model for backbone
Source: Detailed Molecular Dynamics Simulations of a Model NaPSS in Water
DOI: https://doi.org/10.1021/jp101978k",property,1005,poly(styrene)-co-styrene sodium sulfonate (NaPSS),AMBER 94 + GAFF + united atom model for backbone,density,1.08,"{""condition"": ""f=0.333, N=64""}",https://doi.org/10.1021/jp101978k,Detailed Molecular Dynamics Simulations of a Model NaPSS in Water,7728f9ab278f
"Polymer: poly(styrene)-co-styrene sodium sulfonate (NaPSS)
Property: density = 1.08
Additional Info: {""condition"": ""f=0.25, N=65""}
Force Field: AMBER 94 + GAFF + united atom model for backbone
Source: Detailed Molecular Dynamics Simulations of a Model NaPSS in Water
DOI: https://doi.org/10.1021/jp101978k",property,1006,poly(styrene)-co-styrene sodium sulfonate (NaPSS),AMBER 94 + GAFF + united atom model for backbone,density,1.08,"{""condition"": ""f=0.25, N=65""}",https://doi.org/10.1021/jp101978k,Detailed Molecular Dynamics Simulations of a Model NaPSS in Water,b9ed8221f4a9
"Polymer: poly[bis-4-(4-cyanatophenoxy)phenyl sulphone]
Property: density = 1.2
Additional Info: {""condition"": ""Cyanate ester network precursor""}
Force Field: RDA-DR2.21_Inv
Source: Developing predictive models for polycyanurates through a comparative study of molecular simulation and empirical thermo-mechanical data
DOI: https://doi.org/10.1016/j.polymer.2005.11.082",property,1007,poly[bis-4-(4-cyanatophenoxy)phenyl sulphone],RDA-DR2.21_Inv,density,1.2,"{""condition"": ""Cyanate ester network precursor""}",https://doi.org/10.1016/j.polymer.2005.11.082,Developing predictive models for polycyanurates through a comparative study of molecular simulation and empirical thermo-mechanical data,a53c793a1a86
"Polymer: poly[bis-4-(4-cyanatophenoxy)phenyl sulphone]
Property: glass_transition_temp = 510-520
Additional Info: {""condition"": ""Cyanate ester network precursor""}
Force Field: RDA-DR2.21_Inv
Source: Developing predictive models for polycyanurates through a comparative study of molecular simulation and empirical thermo-mechanical data
DOI: https://doi.org/10.1016/j.polymer.2005.11.082",property,1008,poly[bis-4-(4-cyanatophenoxy)phenyl sulphone],RDA-DR2.21_Inv,glass_transition_temp,510-520,"{""condition"": ""Cyanate ester network precursor""}",https://doi.org/10.1016/j.polymer.2005.11.082,Developing predictive models for polycyanurates through a comparative study of molecular simulation and empirical thermo-mechanical data,a6828a0119dc
"Polymer: poly[bis-4-(4-cyanatophenoxy)phenyl sulphone]
Property: youngs_modulus = 3.38
Additional Info: {""condition"": ""Cyanate ester network precursor""}
Force Field: RDA-DR2.21_Inv
Source: Developing predictive models for polycyanurates through a comparative study of molecular simulation and empirical thermo-mechanical data
DOI: https://doi.org/10.1016/j.polymer.2005.11.082",property,1009,poly[bis-4-(4-cyanatophenoxy)phenyl sulphone],RDA-DR2.21_Inv,youngs_modulus,3.38,"{""condition"": ""Cyanate ester network precursor""}",https://doi.org/10.1016/j.polymer.2005.11.082,Developing predictive models for polycyanurates through a comparative study of molecular simulation and empirical thermo-mechanical data,8c8ef6a21c41
"Polymer: poly[bis-4-(4-cyanatophenoxy)phenyl sulphone]
Property: glass_transition_temp = 450
Additional Info: {""condition"": ""Cyanate ester network precursor""}
Force Field: RDA-DR2.21_Inv
Source: Developing predictive models for polycyanurates through a comparative study of molecular simulation and empirical thermo-mechanical data
DOI: https://doi.org/10.1016/j.polymer.2005.11.082",property,1010,poly[bis-4-(4-cyanatophenoxy)phenyl sulphone],RDA-DR2.21_Inv,glass_transition_temp,450,"{""condition"": ""Cyanate ester network precursor""}",https://doi.org/10.1016/j.polymer.2005.11.082,Developing predictive models for polycyanurates through a comparative study of molecular simulation and empirical thermo-mechanical data,9217f7e3405a
"Polymer: 1,4-Polybutadiene
Property: glass_transition_temp = 175
Additional Info: {}
Force Field: Smith–Paul type UA
Source: Dielectric ≈í¬±-relaxation of 1,4-polybutadiene confined between graphite walls
DOI: https://doi.org/10.1140/epje/i2015-15037-0",property,1012,"1,4-Polybutadiene",Smith–Paul type UA,glass_transition_temp,175,{},https://doi.org/10.1140/epje/i2015-15037-0,"Dielectric ≈í¬±-relaxation of 1,4-polybutadiene confined between graphite walls",91f55e0d459d
"Polymer: Single-site Linear Low-Density Polyethylene
Property: density = 0.7587
Additional Info: {""condition"": ""10 branches/1000 C, 373_K solid-state, higher tie molecule content""}
Force Field: modified Dreiding
Source: Differences in the Solid-State Structures of Single-Site and Ziegler‚Äö√†√≠Natta Linear Low-Density Polyethylenes As Revealed by Molecular Dynamics Simulation
DOI: https://doi.org/10.1021/ma060516o",property,1013,Single-site Linear Low-Density Polyethylene,modified Dreiding,density,0.7587,"{""condition"": ""10 branches/1000 C, 373_K solid-state, higher tie molecule content""}",https://doi.org/10.1021/ma060516o,Differences in the Solid-State Structures of Single-Site and Ziegler‚Äö√†√≠Natta Linear Low-Density Polyethylenes As Revealed by Molecular Dynamics Simulation,2dec726af4cb
"Polymer: Single-site Linear Low-Density Polyethylene
Property: radius_gyration = 2.35
Additional Info: {""condition"": ""10 branches/1000 C, 373_K solid-state, higher tie molecule content""}
Force Field: modified Dreiding
Source: Differences in the Solid-State Structures of Single-Site and Ziegler‚Äö√†√≠Natta Linear Low-Density Polyethylenes As Revealed by Molecular Dynamics Simulation
DOI: https://doi.org/10.1021/ma060516o",property,1014,Single-site Linear Low-Density Polyethylene,modified Dreiding,radius_gyration,2.35,"{""condition"": ""10 branches/1000 C, 373_K solid-state, higher tie molecule content""}",https://doi.org/10.1021/ma060516o,Differences in the Solid-State Structures of Single-Site and Ziegler‚Äö√†√≠Natta Linear Low-Density Polyethylenes As Revealed by Molecular Dynamics Simulation,99c54433360d
"Polymer: Ziegler-Natta Linear Low-Density Polyethylene
Property: density = 0.7587
Additional Info: {""condition"": ""10 branches/1000 C, 373_K solid-state, higher crystallinity, longer stems""}
Force Field: modified Dreiding
Source: Differences in the Solid-State Structures of Single-Site and Ziegler‚Äö√†√≠Natta Linear Low-Density Polyethylenes As Revealed by Molecular Dynamics Simulation
DOI: https://doi.org/10.1021/ma060516o",property,1015,Ziegler-Natta Linear Low-Density Polyethylene,modified Dreiding,density,0.7587,"{""condition"": ""10 branches/1000 C, 373_K solid-state, higher crystallinity, longer stems""}",https://doi.org/10.1021/ma060516o,Differences in the Solid-State Structures of Single-Site and Ziegler‚Äö√†√≠Natta Linear Low-Density Polyethylenes As Revealed by Molecular Dynamics Simulation,06519d2ed021
"Polymer: Ziegler-Natta Linear Low-Density Polyethylene
Property: radius_gyration = 3.02
Additional Info: {""condition"": ""10 branches/1000 C, 373_K solid-state, higher crystallinity, longer stems""}
Force Field: modified Dreiding
Source: Differences in the Solid-State Structures of Single-Site and Ziegler‚Äö√†√≠Natta Linear Low-Density Polyethylenes As Revealed by Molecular Dynamics Simulation
DOI: https://doi.org/10.1021/ma060516o",property,1016,Ziegler-Natta Linear Low-Density Polyethylene,modified Dreiding,radius_gyration,3.02,"{""condition"": ""10 branches/1000 C, 373_K solid-state, higher crystallinity, longer stems""}",https://doi.org/10.1021/ma060516o,Differences in the Solid-State Structures of Single-Site and Ziegler‚Äö√†√≠Natta Linear Low-Density Polyethylenes As Revealed by Molecular Dynamics Simulation,8b3ace386e36
"Polymer: Polyethylene
Property: diffusion_coefficient = 6.2e-11
Additional Info: {}
Force Field: COMPASS
Source: Diffusion of 1,2,3-Benzotriazole as a Volatile Corrosion Inhibitor through Common Polymer Films Using the Molecular Dynamics Simulation Method
DOI: https://doi.org/10.1080/00222348.2016.1146979",property,1017,Polyethylene,COMPASS,diffusion_coefficient,6.2e-11,{},https://doi.org/10.1080/00222348.2016.1146979,"Diffusion of 1,2,3-Benzotriazole as a Volatile Corrosion Inhibitor through Common Polymer Films Using the Molecular Dynamics Simulation Method",1d74f89c95d0
"Polymer: Polypropylene
Property: diffusion_coefficient = 8.6e-11
Additional Info: {}
Force Field: COMPASS
Source: Diffusion of 1,2,3-Benzotriazole as a Volatile Corrosion Inhibitor through Common Polymer Films Using the Molecular Dynamics Simulation Method
DOI: https://doi.org/10.1080/00222348.2016.1146979",property,1018,Polypropylene,COMPASS,diffusion_coefficient,8.6e-11,{},https://doi.org/10.1080/00222348.2016.1146979,"Diffusion of 1,2,3-Benzotriazole as a Volatile Corrosion Inhibitor through Common Polymer Films Using the Molecular Dynamics Simulation Method",9f78ddc5a00c
