text,chunk_type,doi,paper_title,polymers,properties,num_properties
"Title: Charge Scaling in Classical Force Fields for Lithium Ions in Polymers

Abstract: Polymer electrolytes are of interest for applications in energy storage. Molecular simulations of ion transport in polymer electrolytes have been widely used to study the conductivity in these materials. Such simulations have generally relied on classical force fields. A peculiar feature of such force fields has been that in the particular case of lithium ions (Li+), their charge must be scaled down by approximately 20% to achieve agreement with experimental measurements of ion diffusivity. In this work, we present first-principles calculations that serve to justify the charge-scaling factor and van der Waals interaction parameters for Li+ diffusion in poly(ethylene glycol) (PEO) with bistriflimide (TFSI–) counterions. Our results indicate that a scaling factor of 0.79 provides good agreement with DFT calculations over a relatively wide range of Li+ concentrations and temperatures, consistent with past reports where that factor was adjusted by trial and error. We also show that such a scaling factor leads to diffusivities that are in quantitative agreement with experimental measurements.

Polymers Studied: Poly(ethylene glycol)
Properties Measured: diffusion_coefficient
Force Fields Used: OPLS

Sample Data:
  - Poly(ethylene glycol): diffusion_coefficient = Approximately (1e-11 to 1e-10)

DOI: https://doi.org/10.1021/acsmacrolett.4c00368",paper,https://doi.org/10.1021/acsmacrolett.4c00368,Charge Scaling in Classical Force Fields for Lithium Ions in Polymers,Poly(ethylene glycol),diffusion_coefficient,1
"Title: Coarse-Grained Force Field Calibration Based on Multiobjective Bayesian Optimization to Simulate Water Diffusion in Poly-Œµ-caprolactone

Abstract: Molecular dynamics at the atomistic scale is increasingly being used to predict material properties and speed up the material design and development process. However, the accuracy of molecular dynamics predictions is sensitively dependent on the force fields. In the traditional force field calibration process, a specific property, predicted by the model, is compared with the experimental observation and the force field parameters are adjusted to minimize the difference. This leads to the issue that the calibrated force fields are not generic and robust enough to predict different properties. Here, a new calibration method based on multiobjective Bayesian optimization is developed to speed up the development of molecular dynamics force fields that are capable of predicting multiple properties accurately. This is achieved by reducing the number of simulation runs to generate the Pareto front with an efficient sequential sampling strategy. The methodology is demonstrated by generating a new coarse-grained force field for polycaprolactone, where the force field can predict the mechanical properties and water diffusion in the polymer.

Polymers Studied: Polycaprolactone
Properties Measured: diffusion_coefficient, youngs_modulus
Force Fields Used: MARTINI coarse-grained, MARTINI force field by Raman et al.

Sample Data:
  - Polycaprolactone: diffusion_coefficient = 2.17e-11
  - Polycaprolactone: youngs_modulus = 0.3583
  - Polycaprolactone: diffusion_coefficient = 1.05e-11
  - Polycaprolactone: youngs_modulus = 0.4491
  - Polycaprolactone: diffusion_coefficient = 1.46e-11
  ... and 5 more measurements

DOI: https://doi.org/10.1021/acs.jpca.0c01939",paper,https://doi.org/10.1021/acs.jpca.0c01939,Coarse-Grained Force Field Calibration Based on Multiobjective Bayesian Optimization to Simulate Water Diffusion in Poly-Œµ-caprolactone,Polycaprolactone,"diffusion_coefficient, youngs_modulus",10
"Title: Coarse-Grained Force Field for Polyethylene Oxide and Polyethylene Glycol Aqueous Solutions Based on a Polarizable Water Model

Abstract: A new, accurate and transferable coarse-grained (CG) force field (FF) for polyethylene oxide (PEO) and polyethylene glycol (PEG) aqueous solutions based on a polarizable CG water (PCGW) model is developed in this work. A PCGW bead, which represents four water molecules, is modeled as two charged dummy particles connected by two constrained bonds to a central neutral particle; a PEO or PEG oligomer is modeled as a chain with repeated middle beads (PEOM) representing diether groups and two terminal beads (PEOT or PEGT) of a different type compared to PEOM. To describe nonbonded van der Waals interactions, a piecewise Morse potential with four tunable parameters is used. The force parameters are automatically and rigorously optimized by a meta-multilinear interpolation parameterization (meta-MIP) algorithm to simultaneously match multiple thermodynamic properties, including the density, heat of vaporization, vapor–liquid interfacial tension, and solvation free energy of the pure PEO or PEG oligomer bulk system as well as the mixing density and hydration free energy of the oligomer/water binary mixture. Additional thermodynamic and structural properties for longer PEO and PEG polymer aqueous solutions, such as the self-diffusion coefficient, radius of gyration, and end-to-end distance, are predicted to test the accuracy and transferability of this new CG FF. Based on the PCGW model, the presented FF optimization algorithm and strategy can be extended to more complex polyelectrolytes and surfactants.

Polymers Studied: Poly(ethylene oxide), Dimethoxyethane (PEO2), PEO oligomer (PEO3), PEO oligomer (PEO4), PEO oligomer (PEO5), PEG oligomer (PEG2), PEG oligomer (PEG3)
Properties Measured: density
Force Fields Used: p-OMFF

Sample Data:
  - Poly(ethylene oxide): density = 0.671
  - Dimethoxyethane (PEO2): density = 0.837
  - PEO oligomer (PEO3): density = 0.922
  - PEO oligomer (PEO4): density = 0.975
  - PEO oligomer (PEO5): density = 1.013
  ... and 2 more measurements

DOI: https://doi.org/10.1021/acs.jctc.2c01151",paper,https://doi.org/10.1021/acs.jctc.2c01151,Coarse-Grained Force Field for Polyethylene Oxide and Polyethylene Glycol Aqueous Solutions Based on a Polarizable Water Model,"Poly(ethylene oxide), Dimethoxyethane (PEO2), PEO oligomer (PEO3), PEO oligomer (PEO4), PEO oligomer (PEO5), PEG oligomer (PEG2), PEG oligomer (PEG3)",density,7
"Title: Coarse-grained force-field for large scale molecular dynamics simulations of polyacrylamide and polyacrylamide-gels based on quantum mechanics

Abstract: We developed a new coarse-grained (CG) molecular dynamics force field for polyacrylamide (PAM) polymer based on fitting to the quantum mechanics (QM) equation of state (EOS). In this method, all nonbond interactions between representative beads are parameterized using a series of QM-EOS, which significantly improves the accuracy in comparison to common CG methods derived from atomistic molecular dynamics. This CG force-field has both higher accuracy and improved computational efficiency with respect to the OPLS atomistic force field. The nonbond components of the EOS were obtained from cold-compression curves on PAM crystals with rigid chains, while the covalent terms that contribute to the EOS were obtained using relaxed chains. For describing PAM gels we developed water–PAM interaction parameters using the same method. We demonstrate that the new CG-PAM force field reproduces the EOS of PAM crystals, isolated PAM chains, and water–PAM systems, while successfully predicting such experimental quantities as density, specific heat capacity, thermal conductivity and melting point.

Polymers Studied: Polyacrylamide
Properties Measured: density
Force Fields Used: QM-CG-PAM, OPLS

Sample Data:
  - Polyacrylamide: density = 1.304
  - Polyacrylamide: density = 1.307

DOI: https://doi.org/10.1039/d0cp05767c",paper,https://doi.org/10.1039/d0cp05767c,Coarse-grained force-field for large scale molecular dynamics simulations of polyacrylamide and polyacrylamide-gels based on quantum mechanics,Polyacrylamide,density,2
"Title: Development and Testing of an All-Atom Force Field for Diketopyrrolopyrrole Polymers with Conjugated Substituents

Abstract: We develop an all-atom force field for a series of diketopyrrolopyrrole polymers with two aromatic pyridine substituents and a variable number of π-conjugated thiophene units in the backbone (DPP2PymT), used as donor materials in organic photovoltaic devices. Available intrafragment parameterizations of the individual fragment building blocks are combined with interfragment bonded and nonbonded parameters explicitly derived from density functional theory calculations. To validate the force field, we perform classical molecular dynamics simulations of single polymer chains with m = 1, 2, 3 in good and bad solvents and of melts. We observe the expected dependence of the chain conformation on the solvent quality, with the chain collapsing in water, and swelling in chloroform. The glass-transition temperature for the polymer melts is found to be in the range of 340–370 K. Analysis of the mobility of the conjugated segments in the polymer backbone reveals two relaxation processes: a fast one with a characteristic time at room temperature on the order of 10 ps associated with nearly harmonic vibrations and a slow one on the order of 100 ns associated with temperature-activated cis–trans transitions.

Polymers Studied: Diketopyrrolopyrrole-based conjugated polymer
Properties Measured: density, glass_transition_temp
Force Fields Used: All-atom FF, GROMOS-54A7-based (developed)

Sample Data:
  - Diketopyrrolopyrrole-based conjugated polymer: density = 0.923
  - Diketopyrrolopyrrole-based conjugated polymer: glass_transition_temp = 357
  - Diketopyrrolopyrrole-based conjugated polymer: density = 0.973
  - Diketopyrrolopyrrole-based conjugated polymer: glass_transition_temp = 346
  - Diketopyrrolopyrrole-based conjugated polymer: density = 1.005
  ... and 1 more measurements

DOI: https://doi.org/10.1021/acs.jpcb.0c06787",paper,https://doi.org/10.1021/acs.jpcb.0c06787,Development and Testing of an All-Atom Force Field for Diketopyrrolopyrrole Polymers with Conjugated Substituents,Diketopyrrolopyrrole-based conjugated polymer,"density, glass_transition_temp",6
"Title: Development of scalable and generalizable machine learned force field for polymers

Abstract: Understanding and predicting the properties of polymers is vital to developing tailored polymer molecules for desired applications. Classical force fields may fail to capture key properties, for example, the transport properties of certain polymer systems such as polyethylene glycol. As a solution, we present an alternative potential energy surface, a charge recursive neural network (QRNN) model trained on DFT calculations made on smaller atomic clusters that generalizes well to oligomers comprising larger atomic clusters or longer chains. We demonstrate the validity of the polymer QRNN workflow by modeling the oligomers of ethylene glycol. We apply two rounds of active learning (addition of new training clusters based on current model performance) and implement a novel model training approach that uses partial charges from a semi-empirical method. Our developed QRNN model for polymers produces stable molecular dynamics (MD) simulation trajectory and captures the dynamics of polymer chains as indicated by the striking agreement with experimental values. Our model allows working on much larger systems than allowed by DFT simulations, at the same time providing a more accurate force field than classical force fields which provides a promising avenue for large-scale molecular simulations of polymeric systems.

Polymers Studied: Ethylene glycol oligomers
Properties Measured: density
Force Fields Used: QRNN - M,D,T, QRNN - AL-TL, QRNN - AL2.0-TL-xTB

Sample Data:
  - Ethylene glycol oligomers: density = 1.06
  - Ethylene glycol oligomers: density = 1.15
  - Ethylene glycol oligomers: density = 1.11

DOI: https://doi.org/10.1038/s41598-023-43804-5",paper,https://doi.org/10.1038/s41598-023-43804-5,Development of scalable and generalizable machine learned force field for polymers,Ethylene glycol oligomers,density,3
"Title: Effects of an atomistic modeling approach on predicted mechanical properties of glassy polymers via molecular dynamics

Abstract: Glassy polymers are utilized in numerous applications ranging from light-weight structural materials to membranes for industrial gas separation. In this study, we quantify the ability of non-equilibrium molecular dynamics (NEMD) simulations to predict mechanical properties of glassy polymers based on different modeling approaches: force field selection, number of polymer chains in the simulation cell, and polymer builder algorithm. The polymers analyzed in this work are poly(methyl methacrylate) (PMMA), poly(propylene) (PP), and a polymer of intrinsic microporosity (PIM-1). PMMA samples were synthesized in silico using three different methods: continuous configurational biased Monte Carlo, pseudo-self-avoiding random walk, and a generalized simulated polymerization approach. Following the application of a consistent equilibration approach for each PMMA sample, stress–strain data from simulated tensile testing revealed that the choice of polymer builder algorithm or number of chains comprising the simulation cell did not have significant impact on the predicted elastic modulus. Force field selection effects have been analyzed by applying generalized force fields (GAFF and DREIDING) to each PMMA and PP sample and were found to be the most influencing factor studied. For these polymers, it was found that the DREIDING force field provides excellent agreement with experimental tensile moduli, ∼3.25 GPa and ∼1.53 GPa for PMMA and PP, respectively, while GAFF provides a systematic overestimation of the modulus by approximately 1.0 GPa. However, in the case of the PIM-1 model, with previously validated bonded interactions described by GAFF and non-bonded parameters from the TraPPE force field, the tensile modulus was predicted to be 1.23 GPa, which is well within the range of measured experimental values. Altogether, the simulations performed in this study illustrate the capabilities of atomistic MD simulations to predict the elastic modulus of glassy polymers and highlight energetic potential terms to consider for force field validation.

Polymers Studied: Poly(methyl methacrylate), Poly(propylene), Polymer of Intrinsic Microporosity-1
Properties Measured: density, youngs_modulus
Force Fields Used: DREIDING, GAFF, GAFF/TraPPE

Sample Data:
  - Poly(methyl methacrylate): density = 0.994
  - Poly(methyl methacrylate): youngs_modulus = 3.25
  - Poly(methyl methacrylate): density = 1.081
  - Poly(methyl methacrylate): youngs_modulus = 4.13
  - Poly(methyl methacrylate): density = 1
  ... and 31 more measurements

DOI: https://doi.org/10.1088/1361-651x/ab615c",paper,https://doi.org/10.1088/1361-651x/ab615c,Effects of an atomistic modeling approach on predicted mechanical properties of glassy polymers via molecular dynamics,"Poly(methyl methacrylate), Poly(propylene), Polymer of Intrinsic Microporosity-1","density, youngs_modulus",36
"Title: Extraction of Mechanical Parameters via Molecular Dynamics Simulation_Application to Polyimides

Abstract: Polyimides feature a vast number of industrial applications due to their high thermal stability and insulation properties. These polymers exhibit an exceptional combination of thermal stability and mechanical toughness, which allows the semiconductor industry to use them as a mechanical stress buffer. Here, we perform all-atom molecular dynamics (MD) simulations for such materials to assess their predictive capability with respect to their mechanical properties. Specifically, we demonstrate that the OPLS-AA force field can be used to successfully describe an often-used polyimide (i.e., Kapton®) with respect to its Young’s modulus and Poisson’s ratio. Two different modes to extract these mechanical properties from MD simulations are presented. In particular, our continuous deformation mode simulations almost perfectly replicate the results from real-world experimental data and are in line with predictions using other MD force fields. Our thorough investigation of Kapton® also includes an analysis of the anisotropy of normal stresses, as well as the effect of simulation properties on the predicted Young’s moduli. Furthermore, the polyimide pyromellitic dianhydride/2-(4-aminophenyl)-1H-benzimidazole-5-amine (PMDA-BIA) was investigated to draw a more thorough picture of the usability of the OPLS-AA force field for polyimides.

Polymers Studied: Poly(pyromellitic dianhydride-oxydianiline), Poly(pyromellitic dianhydride-benzimidazole amine)
Properties Measured: glass_transition_temp, youngs_modulus
Force Fields Used: OPLS-AA

Sample Data:
  - Poly(pyromellitic dianhydride-oxydianiline): glass_transition_temp = 600-700
  - Poly(pyromellitic dianhydride-oxydianiline): youngs_modulus = 2.5
  - Poly(pyromellitic dianhydride-benzimidazole amine): glass_transition_temp = 500-600
  - Poly(pyromellitic dianhydride-benzimidazole amine): youngs_modulus = 2

DOI: https://doi.org/10.3390/polym16060813",paper,https://doi.org/10.3390/polym16060813,Extraction of Mechanical Parameters via Molecular Dynamics Simulation_Application to Polyimides,"Poly(pyromellitic dianhydride-oxydianiline), Poly(pyromellitic dianhydride-benzimidazole amine)","glass_transition_temp, youngs_modulus",4
"Title: First-Principles-Based Machine-Learning Molecular Dynamics for Crystalline Polymers with van der Waals Interactions

Abstract: Machine-learning (ML) techniques have drawn an ever-increasing focus as they enable high-throughput screening and multiscale prediction of material properties. Especially, ML force fields (FFs) of quantum mechanical accuracy are expected to play a central role for the purpose. The construction of ML-FFs for polymers is, however, still in its infancy due to the formidable configurational space of its composing atoms. Here, we demonstrate the effective development of ML-FFs using kernel functions and a Gaussian process for an organic polymer, polytetrafluoroethylene (PTFE), with a data set acquired by first-principles calculations and ab initio molecular dynamics (AIMD) simulations. Even though the training data set is sampled only with short PTFE chains, structures of longer chains optimized by our ML-FF show an excellent consistency with density functional theory calculations. Furthermore, when integrated with molecular dynamics simulations, the ML-FF successfully describes various physical properties of a PTFE bundle, such as a density, melting temperature, coefficient of thermal expansion, and Young’s modulus.

Polymers Studied: Polytetrafluoroethylene
Properties Measured: density, youngs_modulus
Force Fields Used: Machine-learning force field (ML-FF) with Gaussian process regression and vdW correction

Sample Data:
  - Polytetrafluoroethylene: density = 2.136
  - Polytetrafluoroethylene: youngs_modulus = 139.44
  - Polytetrafluoroethylene: density = 1.247
  - Polytetrafluoroethylene: youngs_modulus = 139.44
  - Polytetrafluoroethylene: youngs_modulus = 135.55

DOI: https://doi.org/10.1021/acs.jpclett.1c01140",paper,https://doi.org/10.1021/acs.jpclett.1c01140,First-Principles-Based Machine-Learning Molecular Dynamics for Crystalline Polymers with van der Waals Interactions,Polytetrafluoroethylene,"density, youngs_modulus",5
"Title: Full-Atomistic Optimized Potentials for Liquid Simulations and Polymer Consistent Force Field Models for Biocompatible Shape-Memory Poly(Œµ-caprolactone)

Abstract: Thermally induced shape memory poly(ε-caprolactone) (PCL)-based polymers are one of the most extensively researched families of biocompatible materials. They are degradable under physiological conditions and have high applicability in general biomedical engineering, with cross-linked PCL networks being particularly useful for tissue engineering. In this study, we used the optimized potentials for liquid simulations (OPLS) force field, which is well suited for describing intermolecular interactions in biomolecules, and the class II polymer consistent force field (PCFF) to investigate the properties of telechelic PCL with diacrylates as reactive functionalities on its end groups. PCFF has been specifically parameterized for simulating synthetic polymeric materials. We compare the findings of all-atom molecular dynamics simulations with known experimental data and theoretical assumptions to verify the applicability of both these force fields. We estimated the melt density, volume, transition temperatures, and mechanical characteristics of two-branched PCL diacrylates with a molecular weight of 2481 Da. Our findings point to the utility of the aforementioned force fields in predicting the properties of PCL-based polymers. It also opens avenues for developing PCL cross-linked polymer models and employing OPLS to investigate the interactions of synthetic polymers with biomolecules.

Polymers Studied: Two-branched poly(ε-caprolactone)
Properties Measured: density, glass_transition_temp, radius_gyration, youngs_modulus
Force Fields Used: OPLS-AA, PCFF

Sample Data:
  - Two-branched poly(ε-caprolactone): density = 1.092
  - Two-branched poly(ε-caprolactone): glass_transition_temp = 275
  - Two-branched poly(ε-caprolactone): radius_gyration = 1.128
  - Two-branched poly(ε-caprolactone): youngs_modulus = 1.43
  - Two-branched poly(ε-caprolactone): density = 1.07
  ... and 7 more measurements

DOI: https://doi.org/10.1021/acs.jpcb.2c01973",paper,https://doi.org/10.1021/acs.jpcb.2c01973,Full-Atomistic Optimized Potentials for Liquid Simulations and Polymer Consistent Force Field Models for Biocompatible Shape-Memory Poly(Œµ-caprolactone),Two-branched poly(ε-caprolactone),"density, glass_transition_temp, radius_gyration, youngs_modulus",12
"Title: Glass Transition and Structure of Organic Polymers from All-Atom Molecular Simulations

Abstract: Molecular dynamics simulations of polymer samples with all-atom resolution provide important insight into the relationship between the atom-level structure and macroscopic properties of polymers. The computational setup of molecular simulations in such a case deserves to be validated, paying attention not to overlook various aspects or inferior settings or postprocessing analyses that have the potential to distort the simulation outcome or at least to make the simulated ensemble too incompatible with its experimental counterparts, such as their polydispersity, initial conformation, or thermal history of the samples. The accuracy of the simulation results obtained from existing all-atom nonpolarizable force fields for three selected polymers is independently benchmarked with respect to the polymer densities and glass transition temperatures. Errors of structural or thermodynamic properties arising due to insufficient sample equilibration or inadequate simulation setup are quantified. Special attention is paid to the selection of reference literature data for polymer systems that are well characterized and as similar as possible to the computationally treated samples. Very different performances of predictions of the glass transition temperatures occur among the individual target polymers, with both their sampling uncertainty and errors from reference experimental data ranging from acceptable below 10 K to highly unsatisfactory 100 K in individual cases. The accuracy of the predicted glass transition temperature is found to be higher for polymers exhibiting faster internal dynamics and distinct trend shifts between the glass and the liquid. On the contrary, when the glass transition occurs gradually over a wider temperature range, it becomes very difficult to capture the adequate transition temperature within molecular simulations, regardless of the evaluation protocol used. Bulk density proves to be the most reliable observable for subsequent trend shift analyses, which typically yield similar results regardless of performing equilibrium or nonequilibrium simulations and adopting the bilinear or hyperbolic regression analyses.

Polymers Studied: Poly(ethylene glycol), Polylactic Acid, Polyvinylpyrrolidone
Properties Measured: density, glass_transition_temp
Force Fields Used: OPLS

Sample Data:
  - Poly(ethylene glycol): density = 1.124
  - Poly(ethylene glycol): glass_transition_temp = 269
  - Polylactic Acid: density = 1.193
  - Polylactic Acid: glass_transition_temp = 351
  - Polyvinylpyrrolidone: density = 1.108
  ... and 1 more measurements

DOI: https://doi.org/10.1021/acs.iecr.3c03038",paper,https://doi.org/10.1021/acs.iecr.3c03038,Glass Transition and Structure of Organic Polymers from All-Atom Molecular Simulations,"Poly(ethylene glycol), Polylactic Acid, Polyvinylpyrrolidone","density, glass_transition_temp",6
"Title: Modeling of Poly(3-hexylthiophene) and Its Oligomer‚Äôs Structure and Thermal Behavior with Different Force Fields: Insights into the Phase Transitions of Semiconducting Polymers

Abstract: The polymorphism of poly(3-hexylthiophene) (P3HT), one of the reference systems in fundamental studies of polymer semiconductors, is explored by molecular dynamics modeling of selected 3-hexylthiophene (3HT) oligomers, comparing structural and thermal behavior simulation results with rare monodisperse oligomer experimental data. The relative stability of the two crystalline polymorphs and the mechanism of interconversion between them, as the degree of polymerization grows in (3HT)n oligomers (n = 10, 16, 20) to the polymer, can be investigated in infinite periodic oligomer crystals without implicitly imposing infinite molecular weights, as inevitable for polymers. To evaluate the impact of different descriptions of molecular interactions, simulations were performed by using three different force fields specifically adapted to poly(3-alkylthiophenes) (P3ATs). Our results show that MD may adequately describe the key features and relative stability of the different crystal phases and suggest plausible interconversion mechanisms for very rapid solid–solid or melting transitions, albeit with complementary differences among different force fields, which become substantial modeling highly disordered crystal structures or mesophases.

Polymers Studied: Poly(3-hexylthiophene)
Properties Measured: density
Force Fields Used: FF3, BHA, OPL

Sample Data:
  - Poly(3-hexylthiophene): density = 1.196
  - Poly(3-hexylthiophene): density = 1.176
  - Poly(3-hexylthiophene): density = 1.197

DOI: https://doi.org/10.1021/acs.macromol.2c00131",paper,https://doi.org/10.1021/acs.macromol.2c00131,Modeling of Poly(3-hexylthiophene) and Its Oligomer‚Äôs Structure and Thermal Behavior with Different Force Fields: Insights into the Phase Transitions of Semiconducting Polymers,Poly(3-hexylthiophene),density,3
